achegar	pt	to put within reach;to come closer;to bring closer	aplicar	pt	to commit;to dedicate oneself to;to apply
ach	en	ach	ache	en	ache
acia	la	yarn;thread	accia	it	hemp or flax;a fabric made from a quarter wool and three-quarters cotton
acia	la	yarn;thread	ață	ro	string;thread
acier	fr	steel	acciaio	it	steel
acier	fr	steel	haz	es	bundle
acies	la	battle;engagement;sharp edge or point	acciaio	it	steel
acies	la	battle;engagement;sharp edge or point	acero	es	steel;arms
acies	la	battle;engagement;sharp edge or point	acier	fr	steel
acies	la	battle;engagement;sharp edge or point	aço	pt	steel
acinus	la	especially the grape;a berry	afin	ro	cowberry;blueberry
acolá	pt	yonder;beyond	allá	es	over there;there;back then;then;yonder;thither
acolá	pt	yonder;beyond	là	fr	there
acolá	pt	yonder;beyond	là	it	there
acolá	pt	yonder;beyond	lá	pt	that;particularly;even;there
acolá	pt	yonder;beyond	la	ro	at
aço	pt	steel	acciaio	it	steel
aço	pt	steel	acier	fr	steel
aço	pt	steel	haz	es	bundle
acordar	es	to reach agreement;to make flush;to decide;to level;to flush;arrange	cord	ro	heart
acordar	es	to reach agreement;to make flush;to decide;to level;to flush;arrange	cor	pt	colour;color
acordar	es	to reach agreement;to make flush;to decide;to level;to flush;arrange	cuer	osp	heart
acordar	pt	to accord;to wake;to;to awake;to awaken;to instigate	cord	ro	heart
acordar	pt	to accord;to wake;to;to awake;to awaken;to instigate	cor	pt	colour;color
acordar	pt	to accord;to wake;to;to awake;to awaken;to instigate	cuer	osp	heart
açor	pt	goshawk	astore	it	goshawk
açor	pt	goshawk	azor	es	a goshawk bird
acqua	it	body of water;water;stretch or expanse of water	agua	osp	water
acqua	it	body of water;water;stretch or expanse of water	apă	ro	water
acqua	it	body of water;water;stretch or expanse of water	eau	fr	water
acquerir	frm	to acquire	acquérir	fr	to gain;to acquire;to obtain;to win
acta	la	transactions;acts;or proceedings	ata	pt	minute
actio	la	process;a doing or performing;plot;suit;the action;series of events;behavior;action	ação	pt	share;action
actio	la	process;a doing or performing;plot;suit;the action;series of events;behavior;action	lazzo	it	prank;jest;joke
aculeus	la	stinger;sting	guija	es	pebble
acumen	la	a sharpened point	gume	pt	edge;acuteness;acumen
adays	en	adays	ay	en	ay
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	acabar	pt	just;to;to finish;to have just;to  with;to complete;to destroy completely;to defeat thoroughly
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	a	es	Name of the letter
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	afară	ro	outside
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	affronter	fr	to confront;face
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	a	frm	towards;to
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	à	fr	on;in;to;or;from;until;by;at;of;on the;with;till;cooked in or with
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	afrontar	es	to face;cope with;bear;to brave;to defy;address;meet;deal with;tackle;manage;confront;handle
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	afrontar	pt	to confront;to cause sickness;abuse
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	afuma	ro	to smoke
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	afunda	ro	immerse;dip;immerge;sink;to plunge
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	ahí	es	that;there
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	aici	ro	here
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	a	it	a;the name of the Latin-script letter A
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	appointer	fr	to sharpen into a point;to salary;to become united;to unite
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	aprés	es	close;near
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	après	fr	after
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	aprés	frm	after
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	a	ro	the infinitive marker to;at
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	arredar	pt	to turn away;to depart
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	arriba	es	over;above
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	arriba	pt	up
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	arrière	fr	rear;back;fullback
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	arriver	fr	to arrive;to obtain a level of success or fame;to be able to;to happen;to manage
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	assai	it	very
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	assim	pt	thus;like this
ad	la	on;in comparison to;up to;in order to;around;toward;in;amongst;to;for;in relation to;at;against;in comparison with;among;upon;in consequence of;about	lá	pt	that;particularly;even;there
admirable	frm	admirable	admirable	fr	admirable
adro	pt	churchyard	aître	fr	the land surrounding a church
adro	pt	churchyard	atrio	es	atrium
adro	pt	churchyard	atrio	it	atrium;entrance hall;lobby
adulterio	osp	defilement;rape	adulterio	es	adultery
advancer	frm	to advance	avancer	fr	to go forward;to go up to;to bring forward;to move towards;to approach;to advance
advenir	frm	to occur;To happen	advenir	fr	to occur;To happen
advoco	la	invoke;I give consolation;console;I call;recommend;invite or summon someone to a place	avogar	pt	to advocate
a	en	a	of	en	of
a	en	a	off	en	off
aequalis	la	uniform;coeval;coexistent;like;unvarying;equal;equable	egual	osp	equal;same
aequalis	la	uniform;coeval;coexistent;like;unvarying;equal;equable	igual	es	sharing the same characteristics;identical;level;same;equal
aequalis	la	uniform;coeval;coexistent;like;unvarying;equal;equable	igual	pt	equal
aera	la	era or epoch from which time is measured	aria	it	aria;airs;song;air
aer	la	air	aer	ro	air
aer	la	air	aire	es	wind;air
aer	la	air	air	fr	appearance;air
aer	la	air	ayre	osp	air
aer	ro	air	aere	it	air
aer	ro	air	aire	es	wind;air
aer	ro	air	aria	it	aria;airs;song;air
aer	ro	air	ar	pt	air
aesculus	la	the winter oak or Italian oak;sacred to Jupiter;the tallest species of oak	ischio	it	ischium
aes	la	pay;fee;payment;money;debt;fare	alambre	es	alambre;wire
aes	la	pay;fee;payment;money;debt;fare	aramă	ro	copper
aes	la	pay;fee;payment;money;debt;fare	arame	pt	wire
aetas	la	the period of a life lifetime;a generation;lifespan	idade	pt	age
aevum	la	to wit eternity;aevum;particularly long period of time an age;unified;a duration;an era;lifespan;the mean between time and eternity;a term;timelessness;infinite time;aeviternity;continuous and limitless entity;lifetime;time without end;an undefined;time as a single;agelessness;generation	evo	it	era
agăța	ro	to suspend;to hang;to catch	captare	it	to skillfully obtain or capture;receive;to pick up
agăța	ro	to suspend;to hang;to catch	captar	es	understand;to capture;register;perceive
agăța	ro	to suspend;to hang;to catch	captar	pt	to intercept;to capture
agăța	ro	to suspend;to hang;to catch	catar	es	look at;to taste;to examine
agăța	ro	to suspend;to hang;to catch	catar	pt	to;to clean something by removing defective elements one by one;to collect;to search for;to gather;to glean
agăța	ro	to suspend;to hang;to catch	căuta	ro	seek;to search
ager	la	farm;field;terrain;territory	agro	it	sour;vinegary
agger	la	causeway;pier;rampart;dyke;dam;bulwark	arce	es	maple tree
agir	es	to sue;to act;to do something	agir	fr	to act on;be all about;behave;be a question of;to be;to act;to do
agir	es	to sue;to act;to do something	agir	pt	to perform;to proceed;to behave;to conduct oneself in a specific manner;to do something;to function;to act
agir	fr	to act on;be all about;behave;be a question of;to be;to act;to do	agir	es	to sue;to act;to do something
agir	fr	to act on;be all about;behave;be a question of;to be;to act;to do	agir	pt	to perform;to proceed;to behave;to conduct oneself in a specific manner;to do something;to function;to act
agir	pt	to perform;to proceed;to behave;to conduct oneself in a specific manner;to do something;to function;to act	agir	es	to sue;to act;to do something
agir	pt	to perform;to proceed;to behave;to conduct oneself in a specific manner;to do something;to function;to act	agir	fr	to act on;be all about;behave;be a question of;to be;to act;to do
aglio	it	garlic	ail	fr	garlic
aglio	it	garlic	ai	ro	garlic
aglio	it	garlic	ajo	es	garlic
aglio	it	garlic	alho	pt	garlic
ago	la	I administer;sprout;direct;drive;that I might achieve;I act;lead;perform;to take place;I think upon;accomplish;I effect;to go on;to be at issue;play;debate;I get at;I am occupied with;achieve;pursue;I drive at;govern;I do;I conduct;I discuss;I pass;I make;guide;I behave;extend;deliberate;I lead;I put forth;spend;I aim at	agir	es	to sue;to act;to do something
ago	la	I administer;sprout;direct;drive;that I might achieve;I act;lead;perform;to take place;I think upon;accomplish;I effect;to go on;to be at issue;play;debate;I get at;I am occupied with;achieve;pursue;I drive at;govern;I do;I conduct;I discuss;I pass;I make;guide;I behave;extend;deliberate;I lead;I put forth;spend;I aim at	agir	fr	to act on;be all about;behave;be a question of;to be;to act;to do
ago	la	I administer;sprout;direct;drive;that I might achieve;I act;lead;perform;to take place;I think upon;accomplish;I effect;to go on;to be at issue;play;debate;I get at;I am occupied with;achieve;pursue;I drive at;govern;I do;I conduct;I discuss;I pass;I make;guide;I behave;extend;deliberate;I lead;I put forth;spend;I aim at	agir	pt	to perform;to proceed;to behave;to conduct oneself in a specific manner;to do something;to function;to act
agre	pt	tart;sour	acero	it	maple
agre	pt	tart;sour	âcre	fr	acrid;bitter
agre	pt	tart;sour	acre	it	malevolent;sour;sharp;harsh
agre	pt	tart;sour	arțar	ro	Norway maple
agre	pt	tart;sour	érable	fr	maple
agrio	es	sour;tangy	acero	it	maple
agrio	es	sour;tangy	âcre	fr	acrid;bitter
agrio	es	sour;tangy	acre	it	malevolent;sour;sharp;harsh
agrio	es	sour;tangy	agre	pt	tart;sour
agrio	es	sour;tangy	agro	es	field
agrio	es	sour;tangy	arțar	ro	Norway maple
agrio	es	sour;tangy	érable	fr	maple
agro	es	field	acero	it	maple
agro	es	field	âcre	fr	acrid;bitter
agro	es	field	acre	it	malevolent;sour;sharp;harsh
agro	es	field	agre	pt	tart;sour
agro	es	field	agrio	es	sour;tangy
agro	es	field	arțar	ro	Norway maple
agro	es	field	érable	fr	maple
agro	it	sour;vinegary	acero	it	maple
agro	it	sour;vinegary	âcre	fr	acrid;bitter
agro	it	sour;vinegary	acre	it	malevolent;sour;sharp;harsh
agro	it	sour;vinegary	agre	pt	tart;sour
agro	it	sour;vinegary	agro	es	field
agro	it	sour;vinegary	agru	ro	field;plot of land
agro	it	sour;vinegary	aire	fr	zone;direction of the wind;range;surface area;area
agro	it	sour;vinegary	arțar	ro	Norway maple
agro	it	sour;vinegary	érable	fr	maple
agro	osp	sour	acero	it	maple
agro	osp	sour	âcre	fr	acrid;bitter
agro	osp	sour	acre	it	malevolent;sour;sharp;harsh
agro	osp	sour	agre	pt	tart;sour
agro	osp	sour	agrio	es	sour;tangy
agro	osp	sour	agro	es	field
agro	osp	sour	arțar	ro	Norway maple
agro	osp	sour	érable	fr	maple
agua	es	pop;river;body of water;rain;infusion;stream;water;soda	acqua	it	body of water;water;stretch or expanse of water
agua	es	pop;river;body of water;rain;infusion;stream;water;soda	agua	osp	water
agua	es	pop;river;body of water;rain;infusion;stream;water;soda	apă	ro	water
agua	es	pop;river;body of water;rain;infusion;stream;water;soda	eau	fr	water
agua	osp	water	acqua	it	body of water;water;stretch or expanse of water
agua	osp	water	agua	es	pop;river;body of water;rain;infusion;stream;water;soda
agua	osp	water	apă	ro	water
agua	osp	water	eau	fr	water
água	pt	waters;rain;amniotic fluid;water	acqua	it	body of water;water;stretch or expanse of water
água	pt	waters;rain;amniotic fluid;water	agua	osp	water
água	pt	waters;rain;amniotic fluid;water	apă	ro	water
água	pt	waters;rain;amniotic fluid;water	eau	fr	water
aguero	osp	omen	agüero	es	augury;omen;divination
águia	pt	eagle	aceră	ro	eagle
águia	pt	eagle	águila	es	shrewd person;crack;whizz;eagle
águia	pt	eagle	aquila	it	eagle
águia	pt	eagle	eagle	fr	eagle
águila	es	shrewd person;crack;whizz;eagle	aceră	ro	eagle
águila	es	shrewd person;crack;whizz;eagle	águia	pt	eagle
águila	es	shrewd person;crack;whizz;eagle	aquila	it	eagle
águila	es	shrewd person;crack;whizz;eagle	eagle	fr	eagle
aguila	osp	eagle	aceră	ro	eagle
aguila	osp	eagle	águia	pt	eagle
aguila	osp	eagle	águila	es	shrewd person;crack;whizz;eagle
aguila	osp	eagle	aquila	it	eagle
aguila	osp	eagle	eagle	fr	eagle
aia	it	farmyard	aire	fr	zone;direction of the wind;range;surface area;area
aia	it	farmyard	área	es	are;area
aia	it	farmyard	area	it	surface;field;area;sector
aia	it	farmyard	área	pt	;court;field;area;place;region
aia	it	farmyard	are	fr	an are
aia	it	farmyard	arie	ro	threshing floor
aia	it	farmyard	eira	pt	threshing floor
aici	ro	here	ahí	es	that;there
aici	ro	here	ci	it	cee
aide	fr	help;support;assist	ayde	frm	help;assistance
Aighton	en	Aighton	oak	en	oak
aigle	frm	eagle	eagle	fr	eagle
aigre	fr	biting;shrill;sharp;acid;sour	acero	it	maple
aigre	fr	biting;shrill;sharp;acid;sour	âcre	fr	acrid;bitter
aigre	fr	biting;shrill;sharp;acid;sour	acre	it	malevolent;sour;sharp;harsh
aigre	fr	biting;shrill;sharp;acid;sour	agre	pt	tart;sour
aigre	fr	biting;shrill;sharp;acid;sour	arțar	ro	Norway maple
aigre	fr	biting;shrill;sharp;acid;sour	érable	fr	maple
aile	fr	ala;wing;side;blade	aisle	frm	wing
aile	fr	ala;wing;side;blade	ala	es	brim;wing
aile	fr	ala;wing;side;blade	ala	it	wing
aile	fr	ala;wing;side;blade	ala	pt	faction;wing;a flank
aim	en	aim	amen	en	amen
aimer	fr	to love;to like	amaro	it	bitter
aimer	fr	to love;to like	amar	ro	rancid;bitter
aimer	fr	to love;to like	amer	fr	bitter
ainda	pt	even;nevertheless;yet;still;someday;only;besides	ende	es	thence
ainda	pt	even;nevertheless;yet;still;someday;only;besides	en	fr	made of;in;while;to;as;at;of;by
ainda	pt	even;nevertheless;yet;still;someday;only;besides	ne	it	from there
ains	frm	before	ante	es	before;compared to;in front of;against
ains	frm	before	ante	it	earlier;instead;rather than;before;afore;ere
ains	frm	before	ante	pt	before
ains	frm	before	avant	fr	beforehand;earlier
ainsi	frm	in such a way;thus	ainsi	fr	thus;in this way
ainsi	frm	in such a way;thus	em	pt	;on;in;within;during;into;at;inside
ainsi	frm	in such a way;thus	en	es	in;on;at
ainsi	frm	in such a way;thus	en	fr	made of;in;while;to;as;at;of;by
ainsi	frm	in such a way;thus	in	it	in;into;to;on
ainsi	frm	in such a way;thus	în	ro	in;into;within
ainsi	fr	thus;in this way	ainsi	frm	in such a way;thus
ainsi	fr	thus;in this way	em	pt	;on;in;within;during;into;at;inside
ainsi	fr	thus;in this way	en	es	in;on;at
ainsi	fr	thus;in this way	en	fr	made of;in;while;to;as;at;of;by
ainsi	fr	thus;in this way	in	it	in;into;to;on
ainsi	fr	thus;in this way	în	ro	in;into;within
aí	pt	in this situation;there;this way;in this case;towards the second person;then	ahí	es	that;there
aí	pt	in this situation;there;this way;in this case;towards the second person;then	vi	it	here;there
aire	es	wind;air	aere	it	air
aire	es	wind;air	aer	ro	air
aire	es	wind;air	aria	it	aria;airs;song;air
aire	es	wind;air	ar	pt	air
aire	fr	zone;direction of the wind;range;surface area;area	acero	it	maple
aire	fr	zone;direction of the wind;range;surface area;area	âcre	fr	acrid;bitter
aire	fr	zone;direction of the wind;range;surface area;area	acre	it	malevolent;sour;sharp;harsh
aire	fr	zone;direction of the wind;range;surface area;area	agre	pt	tart;sour
aire	fr	zone;direction of the wind;range;surface area;area	arțar	ro	Norway maple
aire	fr	zone;direction of the wind;range;surface area;area	érable	fr	maple
air	fr	appearance;air	aere	it	air
air	fr	appearance;air	aer	ro	air
air	fr	appearance;air	aire	es	wind;air
air	fr	appearance;air	aria	it	aria;airs;song;air
air	fr	appearance;air	ar	pt	air
ais	fr	board;plank	asse	it	board;beam
ais	fr	board;plank	axe	fr	axis
ais	fr	board;plank	ax	ro	axle
ais	fr	board;plank	eixo	pt	axletree;axle
ais	fr	board;plank	eje	es	shaft;spindle;hub;axis
aisle	frm	wing	aile	fr	ala;wing;side;blade
aisle	frm	wing	ala	es	brim;wing
aisle	frm	wing	ala	it	wing
aisle	frm	wing	ala	pt	faction;wing;a flank
aitch	en	aitch	ache	en	ache
aître	fr	the land surrounding a church	adro	pt	churchyard
aître	fr	the land surrounding a church	atrio	es	atrium
aître	fr	the land surrounding a church	atrio	it	atrium;entrance hall;lobby
ake	en	ake	ache	en	ache
alacran	osp	scorpion	alacrán	es	scorpion
ala	es	brim;wing	aile	fr	ala;wing;side;blade
ala	es	brim;wing	aisle	frm	wing
ala	es	brim;wing	ala	it	wing
ala	es	brim;wing	ala	pt	faction;wing;a flank
ala	it	wing	aile	fr	ala;wing;side;blade
ala	it	wing	aisle	frm	wing
ala	it	wing	ala	es	brim;wing
ala	it	wing	ala	pt	faction;wing;a flank
ala	la	The hollow where the foreleg is joined to the shoulder;the shoulder blade;The wings off the main room;the side halls or porches;waiting areas;A wing;the side apartments on the right and left of the court;the collonades	aile	fr	ala;wing;side;blade
ala	la	The hollow where the foreleg is joined to the shoulder;the shoulder blade;The wings off the main room;the side halls or porches;waiting areas;A wing;the side apartments on the right and left of the court;the collonades	aisle	frm	wing
ala	la	The hollow where the foreleg is joined to the shoulder;the shoulder blade;The wings off the main room;the side halls or porches;waiting areas;A wing;the side apartments on the right and left of the court;the collonades	ala	es	brim;wing
ala	la	The hollow where the foreleg is joined to the shoulder;the shoulder blade;The wings off the main room;the side halls or porches;waiting areas;A wing;the side apartments on the right and left of the court;the collonades	ala	it	wing
ala	la	The hollow where the foreleg is joined to the shoulder;the shoulder blade;The wings off the main room;the side halls or porches;waiting areas;A wing;the side apartments on the right and left of the court;the collonades	ala	osp	wing
ala	osp	wing	aile	fr	ala;wing;side;blade
ala	osp	wing	aisle	frm	wing
ala	osp	wing	ala	es	brim;wing
ala	osp	wing	ala	it	wing
ala	osp	wing	ala	pt	faction;wing;a flank
alapa	la	smack;slap	aba	pt	brim;tab
alapa	la	smack;slap	aripă	ro	faction;wing;vane
ăla	ro	that	acel	ro	that
ăla	ro	that	aquel	es	that
alauda	la	the skylark;A lark;the crested lark	aloe	frm	lark
alauda	la	the skylark;A lark;the crested lark	alondra	es	lark
alauda	la	the skylark;A lark;the crested lark	alouette	fr	lark
albero	it	spindle;tree;shaft	arbor	osp	tree
alçar	pt	to erect a construction;to build;to lift;to raise;to raise one’s eyes	alto	es	upper;top;high;loud;tall
alçar	pt	to erect a construction;to build;to lift;to raise;to raise one’s eyes	alto	it	high;deep;loud;tall
alçar	pt	to erect a construction;to build;to lift;to raise;to raise one’s eyes	alto	pt	high;loud
alçar	pt	to erect a construction;to build;to lift;to raise;to raise one’s eyes	hault	frm	high;high up
alçar	pt	to erect a construction;to build;to lift;to raise;to raise one’s eyes	înalt	ro	tall
alga	es	alga	alga	it	seaweed
alga	es	alga	alga	pt	alga
alga	la	seaweed;plants that grow in freshwater	alga	es	alga
alga	la	seaweed;plants that grow in freshwater	alga	pt	alga
alga	pt	alga	alga	es	alga
alga	pt	alga	alga	it	seaweed
