alga	pt	alga	alga	en	alga
alma	it	soul	anima	en	anima
alma	pt	soul	anima	en	anima
altare	it	altar	altar	en	altar
altar	es	altar	altar	en	altar
altar	pt	altar	altar	en	altar
ambler	fr	to amble	amble	en	amble
âme	fr	soul;person;bore	anima	en	anima
ampolla	es	blister;ampoule	ampoule	en	ampoule
añal	es	annual	annal	en	annal
anal	pt	annual;yearly	annal	en	annal
andare	it	to want;to like;to go;to enter;take on;or experience;to feel like	ambition	en	ambition
angle	fr	A location at the corner of something;buildings;A viewpoint or angle;furniture etc;A geometric angle;such as streets	angle	en	angle
angolo	it	angle;corner	angle	en	angle
anima	it	a type of scaled armor;the inner cavity created by the chamber and the barrel;soul;a mould used to create a cavity	anima	en	anima
apă	ro	water	aqua	en	aqua
apar	ro	water-vendor	aquarium	en	aquarium
apertura	it	fly-half;open-mindedness;broad-mindedness;slot;opening;openness	aperture	en	aperture
apio	es	celery	ach	en	ach
apio	osp	celery	ach	en	ach
apoiar	pt	to second	pew	en	pew
apoiar	pt	to second	podium	en	podium
apoyar	es	to lean;to lie or lay;to rest;to support	pew	en	pew
apoyar	es	to lean;to lie or lay;to rest;to support	podium	en	podium
appointer	fr	to sharpen into a point;to salary;to become united;to unite	ad	en	ad
aprés	es	close;near	ad	en	ad
après	fr	after	ad	en	ad
aprés	frm	after	ad	en	ad
aquila	it	eagle	eagle	en	eagle
arboret	ro	thicket;small wood;grove;stand	arboretum	en	arboretum
arca	es	ark;chest	ark	en	ark
arcar	ro	maker or vendor of bows	arch	en	arch
arc	fr	arc;circular arc;circle segment;bow;story arc	arch	en	arch
archer	fr	archer	arch	en	arch
archer	fr	archer	archer	en	archer
arco	es	bow;arch	arch	en	arch
arco	it	bow;arc	arch	en	arch
arco	pt	bow;arcus;arc;arch	arch	en	arch
arc	ro	bow	arch	en	arch
areia	pt	sand	arena	en	arena
arena	es	boxing ring;sand;gravel;bullfight arena	arena	en	arena
arena	it	sand;beach or lido;bullring and similar sporting spaces	arena	en	arena
aresta	pt	edge	arête	en	arête
aresta	pt	edge	arista	en	arista
arête	fr	groin;fishbone;awn;beard;bone	arête	en	arête
arête	fr	groin;fishbone;awn;beard;bone	arista	en	arista
arête	fr	groin;fishbone;awn;beard;bone	arris	en	arris
arete	ro	ram	Aries	en	Aries
aria	it	aria;airs;song;air	era	en	era
arie	ro	threshing floor	area	en	area
arină	ro	sand	arena	en	arena
armadura	es	skeleton;armour	armature	en	armature
armadura	es	skeleton;armour	armor	en	armor
armadura	pt	structure;framework;armor	armature	en	armature
armadura	pt	structure;framework;armor	armor	en	armor
armatura	it	twill;armour;sheath	armature	en	armature
armatura	it	twill;armour;sheath	armor	en	armor
armătură	ro	armor	armature	en	armature
armătură	ro	armor	armor	en	armor
armé	fr	armed	arms	en	arms
arme	fr	a weapon;arms	arms	en	arms
arme	frm	weapon;arm	arms	en	arms
armer	fr	to arm	arm	en	arm
armure	fr	armor	armature	en	armature
armure	fr	armor	armor	en	armor
armure	frm	armor	armature	en	armature
armure	frm	armor	armor	en	armor
a	ro	the infinitive marker to;at	ad	en	ad
arqueiro	pt	bowman;archer	arch	en	arch
arquero	es	archer	arch	en	arch
arredar	pt	to turn away;to depart	ad	en	ad
arrêter	fr	to stop;to come to a stop;to halt;to arrest	arrest	en	arrest
arriba	es	over;above	ad	en	ad
arriba	pt	up	ad	en	ad
arrière	fr	rear;back;fullback	ad	en	ad
arriver	fr	to arrive;to obtain a level of success or fame;to be able to;to happen;to manage	ad	en	ad
arson	frm	saddle	arch	en	arch
arvoredo	pt	grove	arboretum	en	arboretum
asemăna	ro	to compare	simile	en	simile
así	es	like that;thereby;this way;as such;thus;so;that way;like this	sic	en	sic
ás	pt	ace	as	en	as
assai	it	very	ad	en	ad
asse	it	board;beam	axis	en	axis
assembler	fr	to assemble	assemble	en	assemble
asseurer	frm	to assure;to make certain	assure	en	assure
assim	pt	thus;like this	ad	en	ad
assurer	fr	to insure;to give insurance to;to make sure;to ensure;to assure	assure	en	assure
astro	it	celestial body;star;a person exceptionally talented or famous in a specific field	disaster	en	disaster
ata	pt	minute	act	en	act
auă	ro	grape	uva	en	uva
aur	ro	gold	aurum	en	aurum
austru	ro	dry wind from the south	ostro	en	ostro
avantage	fr	advantage	advantage	en	advantage
avis	fr	opinion;piece of advice;notice	avviso	it	announcement;advertisement;sign;notice
avoir	frm	to have	aver	en	aver
ayde	frm	help;assistance	aide	en	aide
baga	pt	berry	bay	en	bay
băga	ro	to meddle;to intrude;put under ones disposition;to insert;force;to coerce;interpose in;to interfere;put into;put in	biga	en	biga
baie	fr	berry	bay	en	bay
balle	fr	ball;bullet	bala	pt	candy;projectile;bullet;ecstasy  pill;sweet
ballesta	es	leaf spring;crossbow	ballista	en	ballista
balț	ro	shroud;veil;noose;snare	belt	en	belt
balzo	it	jump;leap	belt	en	belt
barba	es	beard	barb	en	barb
barba	it	beard;barb	barb	en	barb
barba	pt	beard	barb	en	barb
barbă	ro	beard	barb	en	barb
barbeau	fr	barbel	barbel	en	barbel
barbe	fr	barb;longer hair growing on the chin or face of some animals;barbel;a boring thing;beard;a drag	barb	en	barb
barbe	frm	beard	barb	en	barb
barbelé	fr	barbed	barbel	en	barbel
bărbie	ro	chin	barb	en	barb
barbudo	es	bearded	barb	en	barb
barbudo	pt	having a long beard	barb	en	barb
baril	fr	barrel	barrel	en	barrel
baril	fr	barrel	barril	es	barrel
baril	fr	barrel	barril	pt	barrel
base	fr	basis;base	base	en	base
base	fr	basis;base	basis	en	basis
basoche	fr	The guild of legal clerks of the Paris court system under the pre-revolutionary French monarchy;from among whom legal representatives  were recruited;basoche	basilica	en	basilica
bataille	fr	battle	batalla	es	battle
bataille	frm	battle	batalla	es	battle
bată	ro	belt;girdle	vitta	en	vitta
batel	frm	boat	bateau	en	bateau
batel	frm	boat	batel	es	rowboat for four rowers and a cox
batel	frm	boat	batel	pt	boat
bâtir	fr	to build;to construct	baste	en	baste
bayer	fr	to have ones mouth wide open;to gape	bay	en	bay
beat	ro	tipsy;intoxicated;drunken;drunk	bib	en	bib
benedetto	it	blessed	benedict	en	benedict
benoît	fr	happy;delighted;blissful;fortunate;blessed	benedict	en	benedict
bento	pt	sacred;holy	benedict	en	benedict
besta	pt	Satan;the Beast;ass;beast	ballista	en	ballista
bille	fr	ball bearing;marble	bill	en	bill
billette	frm	small ball;log intended as firewood;order;writ;decree;firewood	billet	en	billet
blason	fr	heraldry;blazon	blasone	it	escutcheon;coat of arms;blazon
blason	fr	heraldry;blazon	blasón	es	heraldry;blazon
boat	en	boat	bote	es	canister;tin;can;jar;dinghy;pot;pool;boat;vessel;container;jackpot
boira	es	fog	Boreas	en	Boreas
boire	frm	to drink	bib	en	bib
boîte	fr	company;club;nightclub;employer;box	pyxis	en	pyxis
bolha	pt	bubble	bull	en	bull
bolla	it	blister;bubble;bill;note	bull	en	bull
bom	pt	good	bonus	en	bonus
bon	frm	good	bonus	en	bonus
bon	fr	sexy;hot;good;smoking hot	bonus	en	bonus
boria	it	swagger;arrogance;conceit	Boreas	en	Boreas
bosse	fr	bump;dent	boss	en	boss
bosse	frm	swelling;bump	boss	en	boss
botte	fr	boot;the top of the class in polytechnic school;oppression	boot	en	boot
bouge	fr	hovel;dive	bolgia	it	a pouch;especially one which opens longways;a mob or crowd;a bag
bouge	fr	hovel;dive	budge	en	budge
bouge	fr	hovel;dive	budget	en	budget
bouge	fr	hovel;dive	bulge	en	bulge
boule	fr	globe;testicle;scoop;ball;bauble	bull	en	bull
bour	ro	aurochs;wisent	buffalo	en	buffalo
bourse	frm	bag or purse	bourse	en	bourse
bourse	frm	bag or purse	burse	en	burse
bourse	fr	the scrotum;financial grant;purse	bourse	en	bourse
bourse	fr	the scrotum;financial grant;purse	burse	en	burse
bóveda	es	vault;crypt;sepulchre;arch	volte	en	volte
bowl	en	bowl	bol	fr	luck;bowl
boys	frm	wood	bouquet	en	bouquet
bravo	es	skilful;clever;fine;agitated;courageous;angry;furious;bold;capable	brave	en	brave
bravo	it	well-behaved;obedient;good;untamed;wild	brave	en	brave
bravo	pt	annoyed;angry;uncultivated;choleric;courageous;difficult;furious;prone to irritation;bad-tempered;rigorous;easily angered;stormy;weed;uncivilized;brave;coarse;unmanageable;undomesticated;uneducated;spontaneous;authoritarian;valiant	brave	en	brave
brief	frm	brief;short	brief	en	brief
bruit	fr	a noise;a rumor or report	bruit	en	bruit
bueno	es	good;fine	bonus	en	bonus
buffle	fr	buffalo	buffalo	en	buffalo
bugle	fr	bugle	bugle	en	bugle
buis	fr	box	bouquet	en	bouquet
buis	fr	box	box	en	box
bulle	fr	bubble	bull	en	bull
bulle	frm	a letter sealed with a bull;bulla	bull	en	bull
buono	it	good;fair	bonus	en	bonus
bureau	fr	an administrative unit;office;ticket office;desk	borrel	en	borrel
bureau	fr	an administrative unit;office;ticket office;desk	bureau	en	bureau
buse	fr	fail;hawk or buzzard	buzzard	en	buzzard
cabo	pt	the final steps or moments of an event;rank roughly equivalent to	capture	en	capture
cabra	es	female goat;girl	chèvre	en	chèvre
cabra	pt		chèvre	en	chèvre
cacha	es	piece of the handle of a knife;sexual intercourse;buttock;mockery	capture	en	capture
cacho	pt	hand;raceme;lock;neck	capture	en	capture
cadeado	pt	padlock	chain	en	chain
cadena	es	chain;network;string	chain	en	chain
cage	fr	penalty area;cage;area	cage	en	cage
caille	fr	spotted;multicoloured	quail	en	quail
caixa	pt	snare drum;box	case	en	case
caja	es	gearbox;cash desk;box;case	case	en	case
cámara	es	legislature;room;bowel movement;cabin;camera	camera	en	camera
câmara	pt	chamber	camera	en	camera
camello	es	drug dealer;camel;pusher	camel	en	camel
camelo	pt	camel	camel	en	camel
camera	it	assembly;parliament;room;chamber	camera	en	camera
campagna	it	campaign;countryside;rural area country	campus	en	campus
campaña	es	base;campaign	campus	en	campus
campo	es	course;field;countryside;country	campus	en	campus
campo	it	tether;shot;range;background;battlefield;airfield;field	campus	en	campus
campo	osp	field;open plain	campus	en	campus
campo	pt	field;country;countryside	campus	en	campus
câmp	ro	field	campus	en	campus
canapa	it	hemp;the fibers of the hemp plant	cannabis	en	cannabis
cana	pt	cachaça;reed;cane;canna	canna	en	canna
canard	fr	hoax;duck;lump of sugar dunked in coffee or brandy;a man who complies with every desire of his partner in order to avoid conflict;drake;canard;newspaper	canna	en	canna
când	ro	when	cue	en	cue
cane	fr	duck	canna	en	canna
canna	it	tube;rod;chute;pipe;traditional unit of measure;cane	canna	en	canna
cantore	it	cantor;precentor	cantor	en	cantor
cantor	es	singing	cantor	en	cantor
cantor	pt	singer	cantor	en	cantor
capar	es	to cut off;to castrate	capon	en	capon
capar	pt	to castrate	capon	en	capon
capón	es	castrated	capon	en	capon
capra	it	trestle;goat	chèvre	en	chèvre
capră	ro	goat;leap frog	chèvre	en	chèvre
cara	pt	appearance;resemblance;heads;face	cheer	en	cheer
cărare	ro	footway;path	car	en	car
căra	ro	transport;bear;to carry	car	en	car
cárdeo	pt	thistle-coloured	card	en	card
cardo	es	thistle;prickly customer	card	en	card
carena	es	bottom	carina	en	carina
carena	it	keel	carina	en	carina
care	ro	which	quale	en	quale
caret	fr	loggerhead turtle;hawksbill turtle	carex	en	carex
cargar	es	to annoy;to smash;to load;wreak;to take down;top;to charge;fuck up;kill;pester;break;to carry	car	en	car
carregar	pt	to upload;to carry;to charge;to load	car	en	car
carrera	es	career;fare;run;race;journey;course of study	car	en	car
carriço	pt	sedge	carex	en	carex
carrière	fr	racecourse	quadrate	en	quadrate
carrizo	es	drinking straw;reed	carex	en	carex
carro	es	train car;cart;a bus or minivan used on public transportation to carry passengers from one part of a city to another	car	en	car
carro	it	cart;wain or truck;van;a means of transport used to carry goods;lorry;a wagon	car	en	car
carro	pt	cart;or a train wagon;any vehicle which is drawn;car;automobile;a cable car;such as an elevator	car	en	car
car	ro	tank;cart	car	en	car
car	ro	tank;cart	caries	en	caries
carta	es	letter;playing card;menu	card	en	card
carta	es	letter;playing card;menu	chartula	la	memorandum;a little paper
carta	it	paper;menu;card	card	en	card
carta	it	paper;menu;card	chartula	la	memorandum;a little paper
carta	pt	drivers license;map;playing card;chart;letter	card	en	card
carta	pt	drivers license;map;playing card;chart;letter	chartula	la	memorandum;a little paper
carte	ro	card;book	card	en	card
carte	ro	card;book	chartula	la	memorandum;a little paper
casa	es	house	casa	en	casa
casa	es	house	chez	en	chez
casa	it	square;fatherland;structure for public use;homeland;house;home	casa	en	casa
casa	it	square;fatherland;structure for public use;homeland;house;home	chez	en	chez
casale	it	hamlet	casa	en	casa
casale	it	hamlet	chez	en	chez
casa	osp	house	casa	en	casa
casa	osp	house	chez	en	chez
casa	pt	a cell which may be occupied by a piece;house;home	casa	en	casa
casa	pt	a cell which may be occupied by a piece;house;home	chez	en	chez
casă	ro	house	casa	en	casa
casă	ro	house	chez	en	chez
casi	es	almost	quasi	en	quasi
cassa	it	crate;trunk;cash register;case;drum;cash desk	case	en	case
castellano	es	Castilian	castellan	en	castellan
castellano	es	Castilian	castellano	en	castellano
castellano	it	castle	castellan	en	castellan
castellano	it	castle	castellano	en	castellano
cătină	ro	sea buckthorn	chain	en	chain
cato	pt	cactus	cactus	en	cactus
către	ro	toward;to	contra	en	contra
cause	fr	cause;case	cause	en	cause
căuș	ro	dipper;scoop;bucket	cave	en	cave
căuș	ro	dipper;scoop;bucket	cavus	en	cavus
cavo	it	hollow	cave	en	cave
cavo	it	hollow	cavus	en	cavus
ceară	ro	wax	cere	en	cere
cearcăn	ro	compass of a cooper;dark ring or circle under the eyes	Circinus	en	Circinus
cece	it	chickpea;garbanzo	chickpea	en	chickpea
cedo	es	immediately after;swiftly;instantly;Quickly	cite	en	cite
cedo	pt	early	cite	en	cite
celta	es	Celtic	Celt	en	Celt
censura	it	censorship;censure	censure	en	censure
cent	fr	hundred	cent	en	cent
cent	fr	hundred	centum	en	centum
cento	it	hundred	centum	en	centum
centrale	it	main;central	central	en	central
centro	it	core;centre;center;heart	center	en	center
cep	fr	vine	cepe	en	cepe
cep	fr	vine	kipfel	en	kipfel
cepo	es	animal trap;branch	cepe	en	cepe
cepo	es	animal trap;branch	kipfel	en	kipfel
cepo	pt	the part of the plough that penetrates on the earth;stupid or worthless person;log;indolent	cepe	en	cepe
cepo	pt	the part of the plough that penetrates on the earth;stupid or worthless person;log;indolent	kipfel	en	kipfel
cep	ro	spigot;plug;spile;tap	cepe	en	cepe
cep	ro	spigot;plug;spile;tap	kipfel	en	kipfel
cera	es	wax	cere	en	cere
cera	it	wax	cere	en	cere
cera	pt	wax	cere	en	cere
cerca	es	close;around;nearly;close by;nearby;nigh;near;about	circus	en	circus
cerca	pt	fence	circus	en	circus
cerco	es	ring;siege	circus	en	circus
cerc	ro	a circle	circus	en	circus
cerne	fr	periorbital dark circle;tree ring;dark bluish coloration around the eyes	Circinus	en	Circinus
cer	ro	sky	Caelum	en	Caelum
certain	fr	certain	certain	en	certain
César	pt	Caesar	Caesar	en	Caesar
cetate	ro	citadel	civitas	en	civitas
ceteră	ro	fiddle;violin	cithara	en	cithara
céu	pt	heaven;sky	Caelum	en	Caelum
chaga	pt	sore	plague	en	plague
chaîne	fr	chain;channel;character string;warp	chain	en	chain
chair	fr	flesh	car	en	car
chair	frm	flesh	car	en	car
chalumeau	fr	blowtorch	calamus	en	calamus
chama	pt	flame	flame	en	flame
chambre	fr	A chamber in its various senses;including	camera	en	camera
chameau	frm	camel	camel	en	camel
champagne	fr	bottom third of a coat of arms;base	campus	en	campus
Champagne	fr	Champagne;a region and former countship in the northeast of France;the terroir of the wine champagne	campus	en	campus
champ	fr	including;field in its various senses	campus	en	campus
chance	fr	chance	chance	en	chance
chance	fr	chance	chance	es	chance
chance	fr	chance	chance	it	chance
chance	fr	chance	chance	pt	probability
chance	fr	chance	șansă	ro	chance
chancel	fr	chancel	cancel	es	wall;partition
chancre	fr	lobster;crab	cancer	en	cancer
chancre	frm	cancer	cancer	en	cancer
changer	fr	alter;to exchange;to change	change	en	change
chão	pt	plain;ground	piano	en	piano
chão	pt	plain;ground	plain	en	plain
chão	pt	plain;ground	plan	en	plan
chape	fr	cape;gin block;cloak;clevis	cape	en	cape
chapon	fr	a large crouton served in a lean soup;a castrated cockerel or the meat thereof;capon	capon	en	capon
chã	pt	plain	plane	en	plane
char	frm	flesh	car	en	car
char	fr	tank;carriage;train car;chariot	car	en	car
charger	frm	to load	car	en	car
charger	fr	to overact;ham it up;to load;to charge	car	en	car
charme	fr	attractive quality;glamour;charm	charm	en	charm
chartre	fr	prison;place of safekeeping	charter	en	charter
chasse	fr	hunt	chace	en	chace
châtelain	fr	someone who lives in a castle	castellan	en	castellan
châtelain	fr	someone who lives in a castle	castellano	en	castellano
chef	fr	article;top third of a coat of arms;principal motive;count of indictment;head;chief;charge;principal point	chefe	pt	boss;head man;chieftain;head;chief
chef	fr	article;top third of a coat of arms;principal motive;count of indictment;head;chief;charge;principal point	jefe	es	dad;boss;manager;leader of a business;supervisor;head;president;or other organization;chief;political party;father
chegar	pt	;even;to bring to;to arrive;to be enough;to;to reach;to suffice;to approach	ploy	en	ploy
chenille	fr	snow chain;caterpillar track;caterpillar	Canicula	en	Canicula
chercher	frm	to search for;to look for	search	en	search
chevalier	fr	knight	chevalier	en	chevalier
chevalier	frm	knight	chevalier	en	chevalier
cheville	fr	wall plug;ankle	clavicula	en	clavicula
chèvre	fr	a she-goat	chèvre	en	chèvre
chez	fr	in the work of;in;etc of;to;by extension;at or in the country of;among;office;at or in the home	casa	en	casa
chez	fr	in the work of;in;etc of;to;by extension;at or in the country of;among;office;at or in the home	chez	en	chez
chief	frm	head	chefe	pt	boss;head man;chieftain;head;chief
chief	frm	head	jefe	es	dad;boss;manager;leader of a business;supervisor;head;president;or other organization;chief;political party;father
chingă	ro	band;belly band;saddle girth;cinch	cingle	en	cingle
chopo	es	black poplar 	poplar	en	poplar
chose	frm	thing	cause	en	cause
chose	frm	thing	chose	en	chose
chose	fr	thing	cause	en	cause
chose	fr	thing	chose	en	chose
chrétien	fr	Christian	Christian	en	Christian
chumbo	pt	pellet;shot;lead;rejection	plumb	en	plumb
chus	pt	more	plus	en	plus
cicala	it	cicada;the ring at the top of an anchor to which the chain is attached	cicada	en	cicada
ciel	fr	sky	Caelum	en	Caelum
cielo	es	sky	Caelum	en	Caelum
cielo	it	sky	Caelum	en	Caelum
cielo	osp	heaven;heavens;sky	Caelum	en	Caelum
cigala	es	Norway lobster	cicada	en	cicada
cigarra	es	cicada	cicada	en	cicada
cima	es	mountaintop;top;peak;summit	cyma	en	cyma
cima	it	top;summit	cyma	en	cyma
cima	pt	top;summit	cyma	en	cyma
cime	fr	peak;summit	cyma	en	cyma
cimice	it	bedbug	cimex	en	cimex
cince	ro	bedbug	cimex	en	cimex
cincho	es	belt;girdle	cingle	en	cingle
cinq	fr	five	cinque	en	cinque
cire	fr	taper;earwax;wax	cere	en	cere
ciumă	ro	pestilence;pest;plague	cyma	en	cyma
cive	fr	chive	chive	en	chive
clair	fr	clear;light	clear	en	clear
cler	frm	well-lit;not dark;bright	clear	en	clear
clôture	fr	hedge;fence;wall	closure	en	closure
clôture	fr	hedge;fence;wall	cloture	en	cloture
coamă	ro	foliage;mane	coma	en	coma
coastă	ro	rib;seaside;coast	costa	en	costa
coelho	pt	rabbit	cuniculus	en	cuniculus
cœur	fr	heart;the core of a nuclear reactor	core	en	core
coeur	frm	heart	core	en	core
coima	pt	fine;reparations	challenge	en	challenge
coisa	pt	gizmo;thing;thingamajig;thingy	cause	en	cause
coisa	pt	gizmo;thing;thingamajig;thingy	chose	en	chose
col	fr	collar;neck	collar	en	collar
col	fr	collar;neck	collet	en	collet
col	frm	the neck	collar	en	collar
col	frm	the neck	collet	en	collet
colgar	es	to upload;to hang up;relax with;to hang;to hang out with	collocate	en	collocate
collier	fr	collar;A necklace;string-shaped jewel worn around the neck	collar	en	collar
collo	it	luggage;parcel;neck;package	collar	en	collar
collo	it	luggage;parcel;neck;package	collet	en	collet
colo	pt	cervix;lap;collum;neck;the channel of an archegonium	collar	en	collar
colo	pt	cervix;lap;collum;neck;the channel of an archegonium	collet	en	collet
colore	it	pip;colour;color	color	en	color
color	es	character;complexion;rouge;hue;side;faction;color;colour;special quality;party	color	en	color
color	osp	color	color	en	color
comadre	es	midwife;the mother of ones godchild;gossip	mater	en	mater
combater	pt	to combat;to fight	cum	en	cum
combatre	frm	to combat	cum	en	cum
commandement	fr	command;power to command;to give orders;order;authority;commander	commandment	en	commandment
comodo	it	convenient;handy;comfortable;snug	commode	en	commode
compadre	es	father of ones childs spouse;person of the generation whose parents fought in Argentinas war of independence from Spain;godfather;binge or partying habitual companion;Parent of ones godchild	pater	en	pater
compadre	pt	a close friend;father of one’s godchild;compadre;godfather of one’s child	pater	en	pater
compagnie	fr	company	cum	en	cum
composer	fr	to dial;to compose	compose	en	compose
comprador	es	buying	compare	en	compare
comprador	pt	buyer	compare	en	compare
com	pt	;together with;alongside;against;with	cum	en	cum
comté	fr	county;Comté cheese	county	en	county
comté	frm	county	county	en	county
concéder	fr	to concede	concede	en	concede
conejo	es	coney;cony;a contracted biceps;detective;rabbit	cuniculus	en	cuniculus
con	es	with	cum	en	cum
confusion	fr	confusion	confusion	en	confusion
confusion	frm	confusion	confusion	en	confusion
congé	fr	furlough;leave	congee	en	congee
coniglio	it	rabbit	cuniculus	en	cuniculus
con	it	together;with	cum	en	cum
conmigo	es	with me	cum	en	cum
con	osp	with	cum	en	cum
conté	frm	county	county	en	county
conte	it	count	comes	en	comes
conte	it	count	comte	en	comte
contra	es	versus;against	contra	en	contra
contra	pt	against	contra	en	contra
contrée	fr	country;land;region	contra	en	contra
contree	frm	land;country	contra	en	contra
contre	fr	as against;against	contra	en	contra
contre	frm	opposing;against	contra	en	contra
copia	it	print;copy	copy	en	copy
copie	fr	copying	copy	en	copy
corbeau	frm	crow	Corvus	en	Corvus
corbeau	fr	raven	Corvus	en	Corvus
corb	ro	raven	Corvus	en	Corvus
cor	fr	horn	cornet	en	cornet
corno	it	;antler	cornet	en	cornet
corno	pt	cuckold	cornet	en	cornet
corn	ro	horn	cornet	en	cornet
coroa	pt	crown;krone	corona	en	corona
corona	es	circle;cassette;washer;wreath;crown;ring;sprocket	corona	en	corona
corona	it	corona;coronet;crown	corona	en	corona
corpo	it	corps;body;corpse	corpus	en	corpus
corpo	pt	Any limited amount of matter;strength;firmness;muscle mass;consistency;corps;body;A group of people united by a common objective	corpus	en	corpus
corps	fr	corps;body	corpus	en	corpus
corps	fr	corps;body	cós	pt	cummerbund;waistband
cor	pt	colour;color	color	en	color
cor	ro	chorus;choir	choir	en	choir
corro	es	ring;circle	curry	en	curry
Corse	fr	Corsica	Corsica	en	Corsica
Corsica	it	Corsica	Corsica	en	Corsica
corso	it	circulation;avenue;course	course	en	course
corso	pt	Corsican	course	en	course
cortina	it	curtain	cortina	en	cortina
cortina	pt	curtain	cortina	en	cortina
corvo	it	crow;rook;raven	Corvus	en	Corvus
corvo	pt	crow;raven	Corvus	en	Corvus
cosa	es	thing	cause	en	cause
cosa	es	thing	chose	en	chose
cosa	it	thing;matter	cause	en	cause
cosa	it	thing;matter	chose	en	chose
cosa	osp	thing	cause	en	cause
cosa	osp	thing	chose	en	chose
coso	es	thingy;thingamabob;thingo	course	en	course
costa	it	shoreline;the side of a height;the blunt edge of a blade;a road going up the side of a hill;a cut of meat;coast	costa	en	costa
costa	pt	coast	costa	en	costa
costas	pt	backstroke;back	costa	en	costa
côte	fr	rib;coast	coast	en	coast
côte	fr	rib;coast	costa	en	costa
coucher	frm	to put to bed	collocate	en	collocate
coucher	frm	to put to bed	couch	en	couch
coucher	fr	to pack off to bed;to lay;to spend the night;to aim at;to lay down;to layer;to go to bed	collocate	en	collocate
coucher	fr	to pack off to bed;to lay;to spend the night;to aim at;to lay down;to layer;to go to bed	couch	en	couch
couleur	fr	a flush;tincture;colour;color	color	en	color
courage	fr	courage	courage	en	courage
cour	fr	yard;courtyard;court	court	en	court
couronne	fr	crown	corona	en	corona
cours	fr	class;river;lecture;teaching;stream of water;lesson;course	course	en	course
court	frm	court	court	en	court
coûter	fr	to cost	cost	en	cost
cova	pt	grave;hole;cavity;hollow	cave	en	cave
cova	pt	grave;hole;cavity;hollow	cavus	en	cavus
crampon	fr	hanger-on;clinger;crampon;cleat	cramp	en	cramp
creastă	ro	crest;top;tuft	crest	en	crest
creastă	ro	crest;top;tuft	crista	en	crista
crèche	fr	crèche	creche	en	creche
crêpe	fr	crepe	crisp	en	crisp
